,sentence,sentiment,polarity
417,"COMING on the heels of that 1970's ""Blackploitation"" Era, CONRACK (20th Century-Fox, 1974) offered audiences a low-key, sincere and everyday people sort of a drama. Offering a far different fair to its audience (which was far more general than those ""Gansta"" flicks); being a down to earth dose of realism that offered a lonely counterbalance to those shoot-'em-ups'.<br /><br />REPLACING lead characters that were bad-ass detectives, super-flies and megs/macks/pimps (Take your pick in terminology), was a lone, humble and meek teacher. The academian we speak of is the main character, Pat Conroy; who is the one and only lone teacher hired to take on the responsibility of a sort of old time one room school house on an island off the coast of South Carolina.<br /><br />""CONRACK"" (Jon Voight), the name that the youngsters dub him finds conditions in the school terribly backward. In addition to the physical properties of this ""Little Red Schoolhouse"", any systematic and progressively graduated educational system was totally absent.<br /><br />OH yeah, by the way, did we mention that further complications to any successful educational venture were manifested in two incontrovertible facts. Those were that Pat Conroy was both an outsider and he was white; with almost the entire population of this off-shore cay was black and very poor.<br /><br />PERPETUATING these unacceptable and deplorable conditions were the agents of the local board of education; being the school's Principal, Mrs. Scott (Madge Sinclair) and the Superintendent, Mr. Skeffington (Mr. Hume Cronyn). Between the two, we are made to understand that the teacher, being the low man on the totem pole, is powerless in most respects to affect any sort of meaningful, long-lasting improvements.<br /><br />BUT don't you tell a 'Young Turk', such as Pat Conroy, that he can't. (Can't anything, that is). ""Conrack"" spends a year of unorthodox classroom performances and is making real progress; but alas, the strong-headed teacher won't give in and recognize the authority of his superiors. While he is, by law and unbeknownst to him, serving at thee super's pleasure; he disobeys Mr. Skeffington's specific order and prohibition to take his class kids to the mainland of South Carolina on Halloween for some Trick-or-Treating; even going to the brazen act of stopping with them at the Skeffington residence.<br /><br />NEXT we see a Western Union Telegram messenger happily singing as he crosses from the Carolina mainland to the island; where he delivers the telegram to Conroy that bore the news of his dismissal from his position with that school and district.<br /><br />NOT BEING one to take his being fired lying down, Pat files suit against Mr. Skeffington, Principal Mrs. Scott and the Board of Education protesting his dismissal as being unlawful. Impartially reviewing both the ""offense"" and the law, the Judge asks Skeffington if there are any lesser punishments that could be substituted for Conroy's being separated from the school system; to which he receives a negative response. Fittingly, the Judge dismisses the suit with his gavel pounding down while saying, ""It's very simple!"" <br /><br />THE story is brought to a bittersweet conclusion as the 'Conrack'students see him off to the mainland bound launch, while a phonograph record provides us with BEETHOVEN'S 5th SYMPHONY; which had played an important part in the Conroy educational agenda, as well as our story.<br /><br />IN THE HUMBLE opinion of this writer, the story (which we believe was at least semi-autobiographical, even giving the main character the name of its author), was much more than a tale of a localized happening. To both me pal Schultz and meself; this is a sort of depiction of a microcosm that represents the overall deplorable conditions that permeate the Government Schools throughout the entire nation. (Just an opinion) <br /><br />AS FOR THIS film, it was just one of many movies portraying the stores of common folk; leading their lives of ""quiet desperation"" in the great hinterlands of the country, which lie outside the D.C. Beltway and the urban centers of enterprise and communications situated on either the Atlantic or Pacific Coasts.<br /><br />IN ITS OWN small way, this is a fine film, which would soon be joined in the film vaults of 20th Century-Fox by such great works as NORMA RAE and BREAKING AWAY. (both being from TCF in 1979).<br /><br />SEE it if you ain't yet. Recommended by both Schulz and his buddy.*<br /><br />NOTE: * Why, that's me, of course! <br /><br />POODLE SCHNITZ!!",10,1
1146,"This movie is very scary with scenes where the Devil uses Gabriels horn to open Heaven and pull the good angel-dogs out and imprision them on Alkatraz. The devil sings and dances to a few songs about the joys of being bad, and at one point, eats a live rat.<br /><br />We got this movie free with a pizza. You get what you pay for.",1,0
17702,"I saw this film when it first came out, and didn't know what to expect exactly. What followed the Overture was one of the most pleasurable filmgoing experiences I have ever had. A lush score of songs and music by Britisher Leslie Bricusse (of Doctor Doolittle & Wilie Wonka and the Chocolate Factory fame as well as making his mark on the Broadway musical scene), and scored by the incomparable John Williams. There's not a bad song in the entire film. Plus some of the most exquisite cinematography, costume design and filming locations I have ever seen in one film. Not to mention the Academy Award nominated performance by Peter O'Toole, and the equally strong performance, in my opinion, by the wonderful Petula Clark. Now, given that Peter is not the same caliber a singer that Petula is, he still manages to sell his songs to the audience, and that, after all, is what it is all about. This is a faithful adaptation of the excellent book by James Hilton, and deserves to be treasured for generations to come. I recommend this film for family viewing, though most men will consider this a 'chick' flick. But if you like a truly great film musical, then this film is for you. But be warned that a standby box of Kleenex is just as important as popcorn for your viewing pleasure.",10,1
3237,"An Arab American man is kidnapped from an American Airport and flown to ""somewhere in North Africa"" where he is tortured. The reason? His cell phone received a call from a known terrorist. The CIA decides to avoid legal means to determine whether the phone call is implication of guilt or just a mistake. After watching this movie we can only but pray some terrorist doesn't accidentally punch in a wrong number!<br /><br />In addition to the rendition there are several related side stories. One involves the daughter of the chief of intel (secret police?) who is torturing the suspect, and her involvement with her lover who happens to be in night school for suicide bombers. This story is way too contrived, but nevertheless intriguing, especially when we see it's outcome. The Director uses a neat time line switcheroo to hook the audience. <br /><br />The second side story is the attempt by the suspects wife to find out what happened to her missing husband. She gets an old lover to help. He (a muted Saarsgard) is aide de camp to a Senator (Alda) and soon gets cold feet when he realizes that his job isn't worth uncovering the truth. Witherspoon is wasted in this role. All she gets to do is look forlorn and pregnant, with one brief rage attack. Streep is good and cold and stereotypical as the govt. (CIA?NSA?Homeland Sec?) official who seems to be a Cheney clone. <br /><br />Gylenhall also is wasted as a minor analyst pushed into in area he's over his head in, although he gets to do the ""right thing"" in the end.<br /><br />I found the movie engrossing, if somewhat languorous, but thought it added little to the subject. It is certainly not to be viewed as definitive, and it certainly has an axe to grind. Like ""The Kingdom"" it scratches the surface of a very complicated subject.<br /><br />The movie tries hard to give us an idea about rendition, but can only end up by being a ""cautionary tale"" about one botched one. The whole point of rendition is not to ""torture"" but to get ""terror suspects"" to give intel by avoiding legal (therefore obstructive) barriers. Torture, for sure, may be employed, especially if the rendition is out of our hands - although we are obviously not guiltless in this matter - but intel that can save lives is vital in this ""shadow war.""",7,1
14007,"This is a well directed Columbo episode, with also some good character but the story just doesn't really know to interest enough and doesn't appear as well layered and constructed as was often the case with a Columbo movie. This also goes for the killer's plot to kill his uncle. It's quite simple and doesn't seem as well thought out. Perhaps this movie didn't really took itself serious enough, since the atmosphere of the movie is mostly light. At least when compared to different Columbo movies.<br /><br />For instance the movie features quite a large amount of comical relief, mostly coming from the Columbo character himself. It makes the movie an enjoyable one to watch but it also gives you the feeling they sort of overdid it times, also mostly since it doesn't correspond with most other Columbo movies.<br /><br />The characters are good and it helps that it features Martin Landau in a double role. It's always funny to see how much different he still looked as a young man, while for instance a person such as Peter Falk hardly changed any over the years, he only got grayer. The movie also features Julie Newmar among others, who is best know for playing Catwoman in the '60's ""Batman"" life action series. It's funny how she still moves like Catwoman in this movie. Intentional or is this just her way of acting?<br /><br />It's an enjoyable and good to watch Columbo movie but it also gives you the feeling that it all could had been a lot better with a better thought out script.<br /><br />7/10",7,1
9516,"The Last American Virgin (1982) was one of the few teenage comedies that I really enjoyed. The subject matter and the acting was well above the usual tripe that Hollywood was (and still is) cranking out these days. But for awhile, the smaller studios were producing movies about teenagers that wasn't toned downed or soften for the kiddies. The men pulling the strings behind this production were from your friends from Cannon.<br /><br />Three teenage buddies are trying to lose their virginity whilst still in high school. They'll do anyone or anything to achieve their dream goal. The sensitive one of the group (Andrew Monsoon) what's to find the right girl while his two best friends will take whatever they can get. One day, the kid finds his perfect girl (Diane Franklin). But fate would play one of their foul tricks. His best friend moves on in and sweeps her off of her feet. After knocking her up, the sensitive kid helps the girl get back on her feet and pays for her abortion. He still has feelings for her and tries to win her heart. Meanwhile his best friend has a very violent falling out over getting her dream girl preggers. Still, he tries his best to get her to love him. The night comes when he pops the question to her. But his heart is shattered when he sees her dancing with his former best friend. In tears, the kid leaves the party.<br /><br />What I enjoyed about this movie was that it pulled no punches. Instead of being filled with phony situations, it was very realistic, honest and brutal. The movie's filled with it's share of funny moments and hysteria. I have to recommend this film for fans of teenage comedies.<br /><br />Highly recommended.",8,1
22075,"This was honestly the worst movie i have ever seen. the acting was god awful, the story line also was bad. it was however a good idea. if this movie would have had better cinematics, and a lot better actors, i might of had something better to say. edgar allen poe was a great Gothic writer, and this movie just destroyed it. why do people always have to kill good stories by making bad movies. the only good part was when the killer put the head under the floor with a tape going, that was pretty good. the swinging axe was just horrible, there was absolutely no suspense. and also when the killer is chasing everyone around in the end, he was going from one place to another in just seconds, it makes absolutely no sense.",1,0
19247,"Somewhere in the dark recesses of my brain cells a song plays in my head. I can't forget it no matter how hard I try. It's MIDNIGHT MADNESS and it's gonna get to you! Wish i could find a copy of this on a 45rpm record. Five disparate teams head out one night in L.A. for a scavenger hunt for clues instead of physical objects. An unkempt game-master with two gorgeous assistants is the mastermind of all this insanity that's about to be unleashed on L.A. All the teams are stereotypes (this movie being from 1980, before political correctness screwed everything up): the ""good guys"", the ""nerds"" led by Eddie Deezen, the dumb beer-loving ""jocks"", the ""we-don't-need-a-man-type ladies"", especially the redhead. The giggling twins are a scream, too. And finally, the ""bad guys"" with Stephen Furst as the leader. Furst is hilarious as the overweight slob Harold, whose attempt to use a computer to decipher the various clues leads to a gooey mess. Movies like this aren't made anymore. These days, movies have to have an ""edginess"" to them with some dark characters and other nonsense. Go back to the days when the ""good guys"" led by David Naughton were still good and not hopelessly conflicted. So dump all serious pretensions and go back to 1980. It's MIDNIGHT MADNESS . . .",7,1
8004,"From 1950 comes a neat thriller about a couple smuggling diamonds from abroad and also the contagious disease smallpox. Evelyn Keyes pulls out all stops as the essential victim of this film-noir. Once back in the United States she is not aware that she could be spreading the disease on everyone and everything she comes in contact with. Eventually she is pursued and must be stopped before an epidemic occurs. Other than Keyes striking performance there is good support from villainous Charles Korvin, William Bishop, Dorothy Malone, Lola Albright and Whit Bissell. The finale is a humdinger with Miss Keyes on the ledge of a building with spotlights and hundreds of spectators below. A good B flick!",8,1
6020,"Without being really the worst science fiction film ever made, or the worst I have seen, 'Time Under Fire' is still much under average. The premises and the first 10-15 minutes are not that bad, it starts as a X-Files story, combining Bermuda triangle mysteries with time travel. Pretty soon elements of other genres (too many) mix together, but the story never takes off beyond the level of interest of a TV series. Soon, 'Time Under Fire' quickly degenerates into a series of clichés, not only mixing altogether too many genres but also being unable to create anything memorable in suspense or special effects that would help viewers remember the movie until tomorrow. Acting is bad, and the rhetoric lines in the script do not help at all.",3,0
20078,"This movie will not be considered for an academy award, but if you enjoy a movie that doesn't take itself seriously and just wants the viewer to enjoy for ninety mins it is not a disappointment. You'll enjoy a send up of Darth Vader for the villain (the breather), a female Batman for the heroine (but much cuter with much less costume), and a running joke that involves cigarettes and the police captain that's very funny. Not by any means a great cinematic achievement. But if you enjoy campy fun it was worth a viewing. God help me, I liked it.",7,1
24625,"I wouldn't recommend this to anyone, except cinema-goers who like to laugh at a film, not with it.<br /><br />Quite a promising premise and set of actors get progressively worse over a film which ends with perhaps the worst ending ever seen in a film. I won't spoil it, but basically the most over-used set of movie cliches get done badly and half heartedly for the most disappointing last five minutes to any film, ever.<br /><br />The movie also includes the most cringe inducing scene ever, the attempt at on-screen chemistry between the two lead roles when we're presented with a close up of Angela Jolie stroking Denzel Washington's finger lovingly. It may be the only thing he could move, but quite why the viewer is treated to a zoom of Washington's finger getting stroked amidst the kind of dimmed lights and music appropriate for a sex scene is beyond me. I laughed out loud and shook my head.<br /><br />The direction of the storyline borrows heavily from Se7en, but here it is executed far more simplistically, and far too obviously. To call it a poor-mans Se7en would be an understatement, this really is nothing more than a made for TV movie and even Jolie and Washington's best efforts can't convince that this is a box office film.",1,0
691,"Sorry about the ""extremely clever"" summary phrase. I don't know what I was thinking, but I really couldn't help myself.<br /><br />I've been meaning to see 'Bloody Birthday' for a long time and I must say that it was a pleasant surprise to find a copy of this film by accident and for such a low price. And believe me, I live in a small South American village and these things are very unlikely to happen. It's a real shame that some of these 'gems' from the 80s are now almost completely forgotten. 'Bloody Birthday' is one of those movies that surprisingly ages well enough to remain watchable nowadays. Not a masterpiece for sure, but still entertaining and guess what?... it doesn't really have unintentionally funny scenes. I know it's a shocker if we keep in mind that this is a low budget flick from the early 80s about a group of evil children who kill people. But trust me, the movie manages to remain respectable and watchable for the most part.<br /><br />In 'Blood Birthday', the story revolves around three children who are born during a a total eclipse. According to astrology, during eclipses, the sun and the moon block Saturn, which controls emotions. As a consequence, the three children who are born that day, eventually become uncaring and evil. Since they don't experience any feelings of remorse whatsoever, these 10-year-old kids gang up against basically everyone who stands in their way, including their own parents and siblings... and kill them! The body count increases day after day and the police authorities believe that there's a psychopath lurking around the place. In the meantime, Debbie, Curtis and Steven, don't hesitate to keep butchering people, since nobody seems to suspect of those sweet angel faces (?)<br /><br />Like I was saying before, 'Bloody Birthday' is surprisingly NOT funny. I know I said that before, but I'm truly surprised by this. I was expecting some hilariously bad scenes, but the movie proved me wrong. True, it's not exactly what most people would consider a 'serious' horror movie, but if I have to be fair, I'd say that the story is decently executed. One of the most important reasons why one would normally expect laughable situations (like I did), it's because in these kind of movies in which the main villains are children, the young actors tend to be plain awful and they make the whole thing laughable. Let's face it: kids tend to be horrible actors, which is understandable and we can't blame them for that. But to my surprise, the three young actors who played the merciless killers in this film, looked very disturbing and not at all funny. The rest of the actors are also good and if you're a George Clooney fan, you can see his uncle playing a doctor in this movie. Yeah, I know right?... who cares?. Also, Julie Brown, the great actress, singer, comedienne and gay icon, gives a solid performance as the naughty older sister and in case anyone is interested in nudity: she also strips in one of the scenes and she looks great naked. Too bad she didn't have more time on the screen though! Julie is 'absolutely fabulous':P<br /><br />So basically, this movie is fine if you're in the mood for some modest horror from the 80s. My only objection regarding 'Bloody Birthday' would be the way to justify the children's motives. This is perhaps one of the lowest points of the film. Let's see: if children who were born during an eclipse end up being heartless killers, then how come these three were the only ones who actually murdered people? I'm sure there were other children who had been born the same day... and during other days of total eclipse too, oh well!. Overall, no big deal, it's just a simple observation, that's all. I've seen worse, trust me. Take 'The Children' (1980) for example, in which the precocious killer get their evilness after being turned into zombies by toxic cloud. No, believe me, 'Bloody Birthday' is far more decent and if you enjoy simple slashers, you're going to enjoy this one very much.<br /><br />So, now you know: you're invited to the children's birthday party... and the hosts will be serving a delicious poisoned cake for you and the rest of the guests. Come on, you can't miss it ;)",7,1
23118,"This is a bizarre oddity, directed by the guy who edited ""The Texas Chainsaw Massacre."" Chuck Conners gives a hilariously over-the-top performance as the owner of a roadside ""wax"" museum which our doomed teenagers happen to break down near. The wax figures look ""so real,"" one of the teen's points out. Heh, heh, heh...Not so much a slasher film as a weird mix of psychological horror and old fashioned ""House of Wax""-style terror. I can think of many, many horror films that are worse than this one.",7,1
8260,"Apparently, in the eyes of some - there aren't enough horror films these days involving young people being chased across a desert by a mysterious, bloodthirsty madman in a truck. I mean, all we have so far is Joy Ride, Wolf Creek, Jeepers Creepers, Monster Man - among others. REST STOP may very well be the worst out of those. It is about a girl and her boyfriend who leave their lives behind to start over together in California. Along the way, they stop at a grimy lavatory so the young lady can relieve herself, but when she returns - she finds that her boyfriend and his car are gone. From there, she learns that the culprit is a guy driving a yellow pickup who proceeds to stalk and terrorize her as she hides in the restrooms. This movie is so unoriginal that it is flat out boring. The acting is annoying, the gore is mild, and the killer, whose identity is not revealed throughout the entire movie, is anything but memorable. Terrible - terrible film...",1,0
13748,"Pete's Meteor. I seen this referred to as ""authentic"" and a ""gem."" I caught this movie on a Saturday afternoon. I kinda wished that I didn't.<br /><br />Apparently this was noted as being Mike Myers' first dramatic role. Unfortunately it had to be this movie. The first thing you'll notice that Pete's Meteor suffers from is a complete lack of plot. Or rather, a bunch of little subplots that aren't really connected and don't go anywhere. Young orphan Mickey lives with his younger brother and sister with their grandmother. A meteorite lands in their garden and is eventually collected by a scientist named Hugh. Despite the title of the movie, Mickey is the one who lays claim to the meteor, and the ""storyline"" actually has little to do with the meteor in any shape or form. From here on out, several other characters and subplots are introduced. But like I said before, they don't really go anywhere.<br /><br />Things go from cute family movie to dark thriller pretty fast, when Pete (Mike Myers) is introduced and starts to play a role. Micky blames him for the death of his parents, though we're never really told what happened or why. Hugh has romance problems because his girlfriend can't get past his cosmic fascination. And Pete's drug-related past starts to catch up with him and temporarily draws his own girlfriend and the rest of the cast into the mix when shady characters start trying to kill him. This would seem to be the main plot, until you realize it doesn't even have a role until halfway through the film, making everything else feel like pointless filler. Hugh's girl problems, Mickey's bad behavior, the meteor...what on EARTH do they have to do with this? Not much.<br /><br />So the 'plot' is disjointed and half of it is pointless. But a good cast of characters can save it, right? Keyword: good. The majority of characters are terribly unlikable people, most of which you'd like to see die horribly. At least, I know I would. Despite the title, Mickey seems to be the main character, which is a really bad move once you see him in action. He is one of the WORST little kids I've seen in a movie, with an extremely bad attitude problem. He 'borrows' a car, harasses and talks trash to Hugh (an adult) for taking the meteor, actually attempts burn the man's house down when he doesn't get his way, and even tries to stab Pete with a knife. You'd think a kid like this is on his way to the jail house. Unfortunately, one of the worst things about this movie is that Mickey never gets what's coming to him. I'm not sure at what point you're supposed to be sympathizing with his character, because he's always a nasty little brat. He's the ringleader for his brother and sister, so they predictably end up taking and backseat and just following whatever he does. Amazingly, they're pushed back so far that I can't even remember their names. They might as well not even be there.<br /><br />Their grandmother is pretty much a borderline alcoholic. She tends to be just as nasty to Hugh as Mickey, and likes to push people out of her house and give them evil glares when she's not chugging down liquor bottles and drinking herself silly. Pretty ridiculous when you take into account that she's supposed to be taking care of three children. Her issues with alcohol are never really addressed, though she does collapse from time to time in the movie.<br /><br />Hugh is one of the few likable characters in the movie, but that's only because he's the punching bag for the majority of characters and takes their mess without giving it back. The kids treat him nastily but he always comes back and tries to teach them and do nice things with them. He's got a taxi driver girlfriend who seems to take every aspect of his life as a scientist as a personal offense, attempting to leave him several times in the movie when he goes off into his cosmic lingo or does something to prove that he isn't exactly on the same wavelength as the rest of the characters (thankfully).<br /><br />Then there's Mike Myers as Pete. Pete, despite having the only solid purpose and plot in the movie, is extremely underused and doesn't play any kind of role until the second half. It's unfortunate that Myers got stuck in such a position for a dramatic role. Even when Pete is getting screen time, half of it is just Myers running through dark alleys and hiding in small corners. And even though he was the only real point to this movie, when his plot line brings the movie to a close, it's a strange, unfulfilling conclusion that has all the characters laughing on a good note with a quick and strange explanation behind the title of the movie, making you wonder if they were just performing in the movie you were just watching.<br /><br />The only thing worth seeing in Pete's meteor is Mike Myers' role as Pete, and that's if you can wade through this disjointed mess long enough without lashing out at another human being due to the extremely unlikable characters and nonexistent plot line. No sir, I didn't like this one at all.",3,0
3266,"This film just doesn't work. No two ways about it. I saw it for the first time back in '98 when it was released and I didn't like it. I just bought it on sale a couple of days ago, 'cause I thought ""whatta hell, I'll give it a try"". I don't regret for the money I put out for Hamilton, but the fact remained the same.. this movie is pointless, dull and uninteresting.<br /><br />Stormare is usually a delight, but that's when he's making films in the US. Back home he doesn't do the trick. Sure the movie is well made (if you forget the odd stock footage here'n'there), but in the end the only thing that REALLY lifts Hamilton above one star garbage, is Hamill's turn as the bad guy Hawkins. He seriously has fun with the character and is also responsible for the only two good moments in the movie.. ""Swedish intelligence, huh? Now there's a contradiction in terms"" and when he allows Hamilton to have a word or two with his wife over the phone towards the end of the flick. And that's really pretty much it.<br /><br />** / *****",4,0
20384,"This drama apparently caused a bit of a stir six years ago when it debuted on television - not taking in much TV news myself, it passed under the radar; but after having seen it, I'm not surprised that it did cause a stir. Not particularly because of the content (although it is a bit more 'offbeat' than the usual TV fodder) - it has more to do with the reactionary media in this country. Anyway, this three part series is based on a book by Sarah Waters and puts its main focus on lesbians - although the plot also has room to explore some other 'dark' sides of sexuality. Our main character is an oyster girl named Nan (short for Nancy) from Winchester. She is bewitched by female to male drag performer Kitty Butler after seeing her at a theatre show and soon begins attending all of her shows - eventually catching the eye of the performer and becoming her dresser. It's not long before Kitty is offered a chance to play on bigger stages in London and having become good friends with Nan, she invites her along for the ride. The act gets bigger when Nan takes to the stage also and the pair becomes a stage duo...but Kitty breaks Nan's heart, leading her into an odyssey within London's seedy underbelly.<br /><br />I must admit that my DVD collection contains no shortage of sleazy and sordid films so there wasn't anything in this one that was enough to shock me. Despite being rather jaded to it, I have to say that I'm still surprised at anyone who says this film went too far; naturally there is some lesbian sex and other stuff, but it's never exploitative or overused and the film really couldn't have been made without it. The main focus is always on the story; and the story is really well done. The film is almost three hours long in total, but if anything that isn't long enough to get everything across. Sarah Waters is obviously an inventive writer, and the film remains interesting for the duration. The acting is solid as you would expect, but I must admit that I found lead actress Rachael Stirling awkward and hard to get on with at first; although she grows into her role well as the film progresses. The execution is a little bit of a problem and director Geoffrey Sax is a bit too gimmicky for my liking. The story does get a little bit sappy towards the end also, which is a shame because this film is at it's strongest during the dark moments (episode 2 being the high point of three for me). There's not really a defined point to the film - or at least not one that I could see. That's not important as far as I'm concerned; however, as Tipping the Velvet tells a good story and more than surpassed my expectations. Worth checking out, for people that like this sort of stuff.",8,1
19013,"In a way, you have to respect Arachnia. It's clearly meant as a tribute to the big bug movies of the fifties, and while the special effects look terrible; at least the film doesn't feature CGI. However, on the other hand; you can't respect the film too much because it's a load of rubbish. The acting is terrible, the special effects (as mentioned) are impossible to take seriously, and once you've seen one giant spider being blown up; you've seen them all, so it gets boring rather quickly. The plot follows a bunch of people who are unlucky enough to be in a plane crash after a meteor shower. They go to the only house in the area; which just happens to be a house where a man has a huge spider he used to use as a circus attraction. Coincidently around the same time, the meteor shower has caused more giant spiders to rise from underground. All the characters in this film are poor caricatures; none of them have anything even resembling a third dimension and they will soon begin to thoroughly bore you. You've got to feel for director Brett Piper as he clearly didn't have much to work with for this film; but that doesn't make Arachnia worth a damn, and overall there are better giant bug films than this, and therefore Arachnia doesn't get the seal of approval from me.",4,0
16384,"This short movie intends to focus on one issue sociologically known as cultured shock. the film presents the condition of average Romanian in democratic Romania who finds out that the life and the problems are not different from Communist period, and if you want something, you must bribe around to get it.<br /><br />So, our main character is fired after a long while, he is around 50 and needs to get a similar job, but the only job available is one inferior. He is forced to take it because the lack of money.<br /><br />My opinion is that you have to live in Romania so that this movie can be as real and tragic as it seems.",9,1
5831,"The movie forever strong will never be nominated for an Oscar, it will never be nominated for best acting, for best motion picture. But this movie does have things that other movies don't. In a nation with so much scandal, so many problems, movies being poured out with little thought to the morals of society, at least this movie promotes good. What is wrong with standing behind something that promotes happiness? We should support movies that tell our American teens that there is more to life than sex drugs and alcohol. As for this Haka debate as previously stated, the Hakka is not exclusive to the New Zealand All Blacks, various Utah high school football teams and colleges perform this ritual before games. Including Hawaii, BYU, etc.",8,1
20616,"I just wanted to leave a quick comment as its not listen on here ,but i have just seen this movie,the version I just rented was released in 2005 as far as I know and it was actually called ""Don't go into the attic"" I only realized it was the same movie as Devils Harvest upon searching for some of the actors who looked familiar in the movie. Anyways I'm in Ireland so maybe this has only been released over here and in the UK now,but thats what its called over here..........not really like it matters because I would not recommend this movie.The only words that spring to mind watching it are CHEESE CHEESE CHEESE!! My one mark out of ten is purely for the one little jumpy bit :o)",1,0
580,"Just like most people, I couldn't wait to see this Ocean's 11 sequel but it really stinks, I must say. It stinks because there's simply no good screenplay,it was just cheap. I hope the producers donate all the money this movie has made (or will make) to the tsunami-victims in Asia so this movie will have at least one good reason to exist. It is so bad I even can't write a decent comment about it but....i still advise the creators of this thing to make ""Ocean's 13"". Ocean's 13 will be about the same thieves who are trying to steal a screenplay well hidden somewhere in Hollywood. The 13th member will be a foreign (maybe,Russian) screenplay-writer who knows all tricks to write a copy of this well hidden screenplay, so they can replace the original they'll have to steal. Or they need to find at least 13 people to write a decent screenplay for a movie in which not only Julia Roberts plays herself but even all other star-members of the Ocean's-films. 13 People because it's the lucky number of Andy Garcia's character.",1,0
582,"This review is based on the Producer's Cut: <br /><br />'Halloween 5' was a major disappointment at the box office way back in '89. Personally, I've always loved it and am proud to have it in my collection. But because of it's failure and also because of rights issues, it would be 6 years before we would see another installment. The film had the makings of being one of the best, if not the best in the series. A hardcore fan writing the script, the return of not only Donald Pleasence as Dr. Loomis and George Wilbur as Michael Myers, but also the return of the character of Tommy Doyle from the first film, a major studio backing the project, and a Fall release all made the film sound like a hit in the making. So what went wrong? I'll give you two good reasons: Re-shoots and poor editing. Due to a bad test screening and also the unfortunate passing of Donald Pleasence, the film was changed, and not for the better. The film, like parts III and 5, tanked at the box office and earned negative reviews from both critics and most series fans. But then, thanks to the magic of bootlegging, the original cut leaked out and many fans, including my self, were very happy. I will end this portion of my review by saying this: This film is, so far at least, my favorite 'Halloween' film and I'm not afraid to admit that.<br /><br />Pros: The score is simply spellbinding. Has some of the best writing and dialogue of the series. 'Halloween 4' emulated the original in that it was more about suspense and mood instead of blood and guts, and 6 is the same way. Great performances, especially from the late and very missed Donald Pleasence. Moves at a breathtaking pace. An interesting explanation for Michael's evil and why he won't die. Some brutal kills. Some pretty chilling moments, my favorite being the one involving Kim Darby's character. A lot of really cool nods to the previous films. Some good surprises. Like the previous two sequels, this one has an awesome cliffhanger ending.<br /><br />Cons: Though the explanation for Michael's evil is fascinating, it does make him a little less scary. Since when can Michael move around from place to place so fast? <br /><br />Final thoughts: This was the first 'Halloween' that I saw in the theatre. I was so excited because I really had thought 5 would be the last and then I heard this was happening. I enjoyed it at the time, but over time I saw it for what it really was: A great movie trapped in an OK one with a terrible ending. Why did the filmmakers have to listen to the people at the test screenings? If they had released this superior version it may have done much better and the series might not be stuck in the mess it's in right now.<br /><br />My rating: 5/5",10,1
22954,"Honestly, this is a very funny movie if you are looking for bad acting (Heather Graham could never live this down... it has three titles for a reason- to protect the guilty!), beautifully bad dialog (""Do you like... ribs?""), and a plot only a mother could approve, this is your Friday night entertainment! <br /><br />My roommate rented this under the title ""Terrified"" because he liked Heather Graham, but terrified is what we felt after the final credits. Not because the movie is scary, but because somebody actually paid money to make this turd on a movie reel.<br /><br />Horrible movie. There are a few no-name actors that provide some unintentional comedy, but nothing worth viewing. Heather Graham's dramatic climax also was one of the most pathetic and disturbing things I have ever witnessed. I award this movie no point, and may God have mercy on its soul.",1,0
10808,"Young writers, young auteur, young cast, busload of producers, what could go wrong? Everything. Even lame is too good a description, that suggests that three of four legs were functioning, when actually, none of them were. Barely enough recycled plotline for a 48 and a half minute television hour, gratingly stretched to ninety minutes. The audience was talking back to the screen, so bad was the story. Dirty cops steal drugs from the evidence locker. How many thousands of times has this been done on television? Bad cops frame good cops. Again, how many times? There was not an original shred in this entire concoction. Giovanni Ribisi made a valiant effort to prop up the lack of script, drawing the only laughs of the entire movie. And the thought of he and Claire Danes working from a real script with a grown-up director and photographed by an actual cinematographer intrigues me. Note to screenwriters: Buy one of those story generators. It can't possibly be as bad as ripping off bad television. Note to auteur: There are shots available to you other than closeups. Even the lovely and interesting face of Claire Danes eventually grows tiresome in closeup. Note to cinematographer: Apprentice yourself to a professional for a few years--you have much to learn. Note to color timer at the lab: At least try to persuade the auteur and the cinematographer that they don't know what they're talking about. Note to Claire: I hope this paid for your new condo. It's time to get some professional management and start actually reading the scripts before signing on.",1,0
3449,"French cinema had always been very strong when comes the time to present historical subjects. 95 % of the time, they never make errors. This film is of one of the best of the genre, due to very very strong acting by Depardieu and Pszoniak. Wajda work, as the director, is truly a wonder. Everyone should see this great film.",9,1
